"","uniprot","reaction","entrez"
"4290","P60390","ID	2.1.1.199",944806
"4291","P60472","ID	2.5.1.31",944874
"4292","P60484","ID	3.1.3.16|ID	3.1.3.67",5728
"4293","P60584","ID	1.3.8.13",61752713
"4294","P60584","ID	1.3.8.13",949064
"4295","P60604","ID	2.3.2.23|ID	2.3.2.24",7327
"4296","P60752","ID	7.5.2.6|ID	7.6.2.1",61754066
"4297","P60752","ID	7.5.2.6|ID	7.6.2.1",945530
"4298","P60785","ID	3.6.5.3",61753428
"4299","P60785","ID	3.6.5.3",947051
"4300","P60932","ID	3.6.1.27",947551
"4301","P60953","ID	3.6.5.2",998
"4302","P60955","ID	2.5.1.145",61754178
"4303","P60955","ID	2.5.1.145",947303
"4304","P61006","ID	3.6.5.2",4218
"4305","P61019","ID	3.6.5.2",5862
"4306","P61077","ID	2.3.2.24",7323
"4307","P61081","ID	2.3.2.34",9040
"4308","P61086","ID	2.3.2.24",3093
"4309","P61088","ID	2.3.2.24",7334
"4310","P61292","ID	3.1.3.16",397378
"4311","P61502","ID	1.15.1.1",3169327
"4312","P61586","ID	3.6.5.2",387
"4313","P61626","ID	3.2.1.17",4069
"4314","P61711","ID	2.5.1.78",45126031
"4315","P61711","ID	2.5.1.78",55592351
"4316","P61823","ID	4.6.1.18",282340
"4317","P61889","ID	1.1.1.37",61643236
"4318","P61889","ID	1.1.1.37",947854
"4319","P61922","ID	2.6.1.19",268860
"4320","P61925","ID	2.7.11.11",5569
"4321","P62002","ID	5.3.1.1",41713741
"4322","P62058","ID	2.3.1.35",58310593
"4323","P62140","ID	3.1.3.16",5500
"4324","P62192","ID	5.6.1.5",19179
"4325","P62196","ID	5.6.1.5",19184
"4326","P62253","ID	2.3.2.23|ID	2.3.2.24",7326
"4327","P62256","ID	2.3.2.24",7328
"4328","P62330","ID	3.6.5.2",382
"4329","P62331","ID	3.6.5.2",11845
"4330","P62334","ID	5.6.1.5",67089
"4331","P62374","ID	6.1.1.21",3168691
"4332","P62577","ID	2.3.1.28",59683728
"4333","P62577","ID	2.3.1.28",61645315
"4334","P62593","ID	3.5.2.6",59692520
"4335","P62615","ID	2.7.1.148",945774
"4336","P62620","ID	1.17.7.3",60903826
"4337","P62620","ID	1.17.7.3",946991
"4338","P62745","ID	3.6.5.2",388
"4339","P62746","ID	3.6.5.2",11852
"4340","P62820","ID	3.6.5.2",5861
"4341","P62837","ID	2.3.2.23|ID	2.3.2.24",7322
"4342","P62877","ID	2.3.2.27|ID	2.3.2.32",9978
"4343","P62937","ID	5.2.1.8",5478
"4344","P63000","ID	3.6.5.2",5879
"4345","P63146","ID	2.3.2.24",7320
"4346","P63279","ID	2.3.2.23",7329
"4347","P63284","ID	3.6.4.10",61647019
"4348","P63284","ID	3.6.4.10",947077
"4349","P63786","ID	3.4.21.92",58066641
"4350","P63787","ID	3.4.21.92",60234145
"4351","P63787","ID	3.4.21.92",61430276
"4352","P64246","ID	6.3.1.2",45426199
"4353","P65870","ID	4.1.2.50",945123
"4354","P67087","ID	2.1.1.198",61752019
"4355","P67087","ID	2.1.1.198",947664
"4356","P67603","ID	3.5.1.135",56815490
"4357","P67603","ID	3.5.1.135",61731039
"4358","P67603","ID	3.5.1.135",947380
"4359","P67775","ID	3.1.3.16",5515
"4360","P67910","ID	5.1.3.20",61752772
"4361","P67910","ID	5.1.3.20",948134
"4362","P68036","ID	2.3.2.24",7332
"4363","P68403","ID	2.7.1.107",25023
"4364","P68568","ID	2.1.1.242",915773
"4365","P68698","ID	5.6.2.1",3707560
"4366","P68767","ID	3.4.11.1",61753916
"4367","P68767","ID	3.4.11.1",948791
"4368","P69434","ID	3.1.1.58",61753954
"4369","P69434","ID	3.1.1.58",945596
"4370","P69441","ID	2.7.4.3",60903750
"4371","P69441","ID	2.7.4.3",945097
"4372","P69478","ID	2.8.2.5",314694
"4373","P69739","ID	1.12.99.6",61643580
"4374","P69739","ID	1.12.99.6",945579
"4375","P69772","ID	4.1.1.98",914685
"4376","P69786","ID	2.7.1.199",61755196
"4377","P69786","ID	2.7.1.199",945651
"4378","P69795","ID	2.7.1.196",61753093
"4379","P69795","ID	2.7.1.196",945339
"4380","P69848","ID	4.1.99.22",3921126
"4381","P69902","ID	2.8.3.16",61753298
"4382","P69902","ID	2.8.3.16",946842
"4383","P69903","ID	2.8.3.16",1025581
"4384","P69903","ID	2.8.3.16",61753298
"4385","P69908","ID	4.1.1.15",948027
"4386","P69922","ID	5.3.1.25",946195
"4387","P70080","ID	1.14.16.4",395799
"4388","P70158","ID	3.1.4.1",57319
"4389","P70182","ID	2.7.1.68",18720
"4390","P70269","ID	3.4.23.34",13034
"4391","P70288","ID	3.5.1.98",15182
"4392","P70313","ID	1.14.13.39",18127
"4393","P70419","ID	2.4.1.41",14425
"4394","P70424","ID	2.7.10.1",13866
"4395","P70428","ID	2.4.1.224|ID	2.4.1.225",14043
"4396","P70496","ID	3.1.4.4",25096
"4397","P70498","ID	3.1.4.4",25097
"4398","P70500","ID	2.7.8.11",192260
"4399","P70551","ID	1.21.99.4",65162
"4400","P70704","ID	7.6.2.1",11980
"4401","P70708","ID	3.5.3.15",29520
"4402","P70947","ID	3.1.3.104",939795
"4403","P71018","ID	2.3.1.274",938066
"4404","P71079","ID	1.3.1.10|ID	1.3.1.104|ID	1.3.1.39",939223
"4405","P71615","ID	3.1.3.7|ID	3.1.4.59",45426824
"4406","P71615","ID	3.1.3.7|ID	3.1.4.59",888920
"4407","P71875","ID	1.14.15.30",888268
"4408","P71914","ID	4.6.1.1",45426425
"4409","P71914","ID	4.6.1.1",885891
"4410","P72394","ID	2.7.7.27",1096384
"4411","P74857","ID	7.4.2.8",1252933
"4412","P75111","ID	3.1.26.5",45596582
"4413","P75367","ID	3.1.4.46",45596305
"4414","P75682","ID	4.1.2.20",944925
"4415","P75713","ID	3.5.3.26",945149
"4416","P75785","ID	2.7.8.43",61644608
"4417","P75785","ID	2.7.8.43",945360
"4418","P75796","ID	7.4.2.10",945457
"4419","P75797","ID	7.4.2.10",945459
"4420","P75798","ID	7.4.2.10",61755941
"4421","P75798","ID	7.4.2.10",945460
"4422","P75799","ID	7.4.2.10",945461
"4423","P75897","ID	3.5.1.110",945699
"4424","P75898","ID	1.14.99.46",945643
"4425","P75906","ID	3.1.1.58",61753955
"4426","P75906","ID	3.1.1.58",945604
"4427","P75948","ID	2.7.1.89",948525
"4428","P76079","ID	1.14.13.149",945956
"4429","P76082","ID	4.2.1.17",946011
"4430","P76215","ID	3.5.1.96",946256
"4431","P76216","ID	3.5.3.23",946259
"4432","P76290","ID	2.1.1.229",946380
"4433","P76395","ID	3.1.3.16",61754381
"4434","P76395","ID	3.1.3.16",947269
"4435","P76422","ID	2.7.1.49",61754409
"4436","P76422","ID	2.7.1.49",946459
"4437","P76423","ID	2.7.1.50",61644036
"4438","P76423","ID	2.7.1.50",945142
"4439","P76445","ID	2.7.4.29",61733309
"4440","P76445","ID	2.7.4.29",946693
"4441","P76461","ID	2.3.1.9",946727
"4442","P76502","ID	3.9.1.3",61753320
"4443","P76502","ID	3.9.1.3",946815
"4444","P76524","ID	3.4.11.9",946853
"4445","P76558","ID	1.1.1.40",946947
"4446","P76594","ID	2.3.1.286",947056
"4447","P76621","ID	1.14.11.64",948076
"4448","P76641","ID	3.5.4.3",947366
"4449","P77182","ID	2.1.1.229",946800
"4450","P77231","ID	2.4.2.52",61755997
"4451","P77231","ID	2.4.2.52",946395
"4452","P77272","ID	2.7.1.192",946894
"4453","P77304","ID	7.4.2.5",947436
"4454","P77425","ID	3.5.3.4|ID	3.5.3.9",945150
"4455","P77455","ID	3.3.2.12",945954
"4456","P77467","ID	5.3.3.18",946263
"4457","P77489","ID	1.17.1.4",61754906
"4458","P77489","ID	1.17.1.4",944961
"4459","P77495","ID	6.2.1.17",946891
"4460","P77555","ID	1.1.1.350",948342
"4461","P77570","ID	2.7.1.170",946810
"4462","P77671","ID	3.5.2.5",945134
"4463","P77788","ID	3.6.1.65",946277
"4464","P77806","ID	2.6.1.88",945211
"4465","P78330","ID	3.1.3.3",5723
"4466","P78356","ID	2.7.1.149",8396
"4467","P78417","ID	1.20.4.2|ID	1.8.5.1|ID	2.5.1.18",9446
"4468","P78527","ID	2.7.11.1",5591
"4469","P78540","ID	3.5.3.1",384
"4470","P78563","ID	3.5.4.37 ()",104
"4471","P79204","ID	3.4.21.39",101107261
"4472","P79304","ID	1.14.14.14",403333
"4473","P79955","ID	5.6.1.4",394322
"4474","P80025","ID	1.11.1.7",280844
"4475","P80067","ID	3.4.14.1",25423
"4476","P80108","ID	3.1.4.50",2822
"4477","P80148","ID	2.3.3.16",44128319
"4478","P80299","ID	3.3.2.10",65030
"4479","P80340","ID	1.4.3.3",3169919
"4480","P80385","ID	2.7.11.31",25520
"4481","P80386","ID	2.7.11.31",83803
"4482","P80404","ID	2.6.1.19",18
"4483","P80456","ID	1.2.3.1",100008601
"4484","P80457","ID	1.17.1.4|ID	1.17.3.2",280960
"4485","P80645","ID	1.14.14.5",945557
"4486","P80668","ID	1.2.1.39",945933
"4487","P80702","ID	1.1.1.357 ()|ID	1.1.1.50",60678414
"4488","P80725","ID	1.16.3.1",61169961
"4489","P81065","ID	2.5.1.18",61318189
"4490","P81535","ID	3.4.13.9",41713146
"4491","P82385","ID	1.15.1.2",41713085
"4492","P82610","ID	2.1.1.14",3640084
"4493","P83105","ID	3.4.21.107",203100
"4494","P83110","ID	3.4.21.108",94031
"4495","P83823","ID	4.2.3.1",3169079
"4496","P84126","ID	4.1.1.48",3168685
"4497","P84151","ID	2.8.2.37",45742254
"4498","P84309","ID	4.6.1.1",224129
"4499","P86927","ID	6.5.1.3",3660066
"4500","P87168","ID	3.1.26.11",2540985
"4501","P87219","ID	1.1.1.289",3642799
"4502","P90495","ID	2.3.2.27",4961486
"4503","P90838","ID	6.5.1.8",184556
"4504","P91203","ID	7.6.2.1",178754
"4505","P92939","ID	7.2.2.10",837296
"4506","P92949","ID	1.16.1.10",839411
"4507","P92974","ID	2.3.2.23|ID	6.2.1.45",830534
"4508","P92981","ID	1.8.4.9",842514
"4509","P92983","ID	1.5.5.2",822833
"4510","P93028","ID	6.2.1.45",817562
"4511","P93030","ID	2.3.2.27",828942
"4512","P93031","ID	4.2.1.47",824280
"4513","P93033","ID	4.2.1.2",819364
"4514","P93046","ID	2.4.1.207|ID	3.2.1.151",823634
"4515","P93541","ID	1.4.1.2",544015
"4516","P93622","ID	1.10.3.1",100233086
"4517","P93647","ID	3.6.4.7",732820
"4518","P93665","ID	4.2.3.13",107903500
"4519","P93733","ID	3.1.4.4",818802
"4520","P93831","ID	2.1.1.356",816870
"4521","P93832","ID	1.1.1.85",844395
"4522","P93836","ID	1.13.11.27",837168
"4523","P94364","ID	7.1.1.7 ()",937406
"4524","P94365","ID	7.1.1.7 ()",937412
"4525","P94368","ID	4.2.1.136|ID	4.2.1.93",937408
"4526","P94428","ID	1.2.1.16",939976
"4527","P94462","ID	3.5.1.88",938819
"4528","P94489","ID	3.2.1.37",939472
"4529","P94571","ID	3.6.1.27",936946
"4530","P94982","ID	4.6.1.1",885432
"4531","P95141","ID	6.2.1.51",887202
"4532","P95189","ID	3.1.3.15",888827
"4533","P95231","ID	2.3.1.30",45426319
"4534","P95231","ID	2.3.1.30",886012
"4535","P95417","ID	2.1.1.107",881871
"4536","P95868","ID	2.4.1.25|ID	3.2.1.33",44130796
"4537","P96142","ID	6.1.1.9",3169414
"4538","P96273","ID	3.1.11.2|ID	3.1.21.2|ID	4.2.99.18",886370
"4539","P96284","ID	2.3.1.261",887291
"4540","P96285","ID	2.3.1.261",888122
"4541","P96578","ID	5.3.1.15",938182
"4542","P96741","ID	3.1.3.104",936824
"4543","P96847","ID	2.6.1.1",888305
"4544","P96878","ID	4.2.1.1",888700
"4545","P96937","ID	3.2.1.24",888048
"4546","P97259","ID	2.4.1.155",100760162
"4547","P97363","ID	2.3.1.50",20773
"4548","P97377","ID	2.7.11.22",12566
"4549","P97464","ID	2.4.1.224|ID	2.4.1.225",14042
"4550","P97467","ID	1.14.17.3",18484
"4551","P97478","ID	1.14.99.60",12850
"4552","P97490","ID	4.6.1.1",11514
"4553","P97501","ID	1.14.13.148|ID	1.14.13.8",14262
"4554","P97519","ID	4.1.3.4",79238
"4555","P97532","ID	2.8.1.2",192172
"4556","P97535","ID	3.1.1.111",85311
"4557","P97697","ID	3.1.3.25",83523
"4558","P97872","ID	1.14.13.8",14263
"4559","P98005","ID	7.1.1.9",3168081
"4560","P98060","ID	3.4.24.21",176014
"4561","P98063","ID	3.4.24.19",12153
"4562","P98072","ID	3.4.21.9",282009
"4563","P98074","ID	3.4.21.9",397152
"4564","P98196","ID	7.6.2.1",23250
"4565","P98197","ID	7.6.2.1",50770
"4566","P98198","ID	7.6.2.1",57198
"4567","P98200","ID	7.6.2.1",50769
"4568","P98204","ID	7.6.2.1",830375
"4569","P99106","ID	1.1.1.205",58066253
"4570","P9WFC7","ID	3.6.4.12",45425602
"4571","P9WFC7","ID	3.6.4.12",885249
"4572","P9WFF3","ID	2.4.2.9",45427304
"4573","P9WFF3","ID	2.4.2.9",887944
"4574","P9WFJ9","ID	4.2.1.157",45424596
"4575","P9WFJ9","ID	4.2.1.157",888019
"4576","P9WFK7","ID	2.3.1.81|ID	2.3.1.87",885903
"4577","P9WFR9","ID	2.1.1.45",887728
"4578","P9WFT1","ID	6.1.1.1",45425658
"4579","P9WFT1","ID	6.1.1.1",885668
"4580","P9WFU7","ID	2.3.2.3|ID	6.3.2.43",885428
"4581","P9WFV1","ID	6.1.1.4",45424000
"4582","P9WFV1","ID	6.1.1.4",887040
"4583","P9WFV9","ID	6.1.1.17",887850
"4584","P9WFW3","ID	6.1.1.12",888532
"4585","P9WFX1","ID	4.2.99.21|ID	5.4.4.2",885823
"4586","P9WFX2","ID	4.1.3.27",45425577
"4587","P9WFX3","ID	4.1.3.27",45425577
"4588","P9WFX3","ID	4.1.3.27",885040
"4589","P9WFX5","ID	2.4.2.18",887681
"4590","P9WFX7","ID	4.1.1.48",885294
"4591","P9WFZ5","ID	3.1.3.12",888137
"4592","P9WG25","ID	2.2.1.1",886638
"4593","P9WG37","ID	4.1.1.72",885576
"4594","P9WG39","ID	2.2.1.6",885738
"4595","P9WG41","ID	2.2.1.6",887286
"4596","P9WG43","ID	5.3.1.1",886628
"4597","P9WG45","ID	5.6.2.2",45423962
"4598","P9WG45","ID	5.6.2.2",887081
"4599","P9WG49","ID	5.6.2.1",45427643
"4600","P9WG49","ID	5.6.2.1",885608
"4601","P9WG57","ID	2.1.1.148",887766
"4602","P9WG59","ID	4.2.3.1",45425269
"4603","P9WG59","ID	4.2.3.1",886957
"4604","P9WGK1","ID	2.7.13.3",888471
"4605","P9WGR1","ID	1.3.1.118|ID	1.3.1.9",45425463
"4606","P9WGR1","ID	1.3.1.118|ID	1.3.1.9",886523
"4607","P9WGS9","ID	1.1.1.333",886124
"4608","P9WGT3","ID	1.1.1.100",45425462
"4609","P9WGT3","ID	1.1.1.100",886551
"4610","P9WGV3","ID	3.3.1.1",45427242
"4611","P9WGV3","ID	3.3.1.1",888746
"4612","P9WGZ3","ID	3.1.26.5",886248
"4613","P9WH03","ID	3.1.26.3",45426913
"4614","P9WH03","ID	3.1.26.3",887873
"4615","P9WHG9","ID	2.7.6.5",887888
"4616","P9WHH8","ID	1.8.1.4",45424424
"4617","P9WHH9","ID	1.8.1.4",45424424
"4618","P9WHH9","ID	1.8.1.4",886300
"4619","P9WHK5","ID	2.7.4.22",45426871
"4620","P9WHK5","ID	2.7.4.22",887709
"4621","P9WHK9","ID	2.4.2.10",45424348
"4622","P9WHK9","ID	2.4.2.10",886443
"4623","P9WHN7","ID	3.1.1.29",45424985
"4624","P9WHN7","ID	3.1.1.29",886037
"4625","P9WHN9","ID	3.1.8.1",886705
"4626","P9WHQ9","ID	2.4.2.8",885398
"4627","P9WHR7","ID	3.4.21.88",45426707
"4628","P9WHR7","ID	3.4.21.88",888169
"4629","P9WHS1","ID	3.13.1.6",45425312
"4630","P9WHS1","ID	3.13.1.6",886875
"4631","P9WHS7","ID	3.4.13.9",45426066
"4632","P9WHS7","ID	3.4.13.9",887719
"4633","P9WHT3","ID	3.4.11.10",45426189
"4634","P9WHT3","ID	3.4.11.10",888105
"4635","P9WHV4","ID	3.6.1.11",45424458
"4636","P9WHV5","ID	3.6.1.11",45424458
"4637","P9WHV5","ID	3.6.1.11",887234
"4638","P9WHW3","ID	5.2.1.8",45423968
"4639","P9WHW3","ID	5.2.1.8",887087
"4640","P9WHW5","ID	3.1.3.16",887070
"4641","P9WI55","ID	3.6.1.1",885775
"4642","P9WI59","ID	2.3.1.15",886382
"4643","P9WI63","ID	2.7.11.1",45426152
"4644","P9WI63","ID	2.7.11.1",888340
"4645","P9WI71","ID	2.7.11.1",887023
"4646","P9WI77","ID	2.7.11.1",885284
"4647","P9WI83","ID	2.7.11.1",45423974
"4648","P9WI83","ID	2.7.11.1",885953
"4649","P9WIA1","ID	3.1.3.48",45426212
"4650","P9WIA1","ID	3.1.3.48",887373
"4651","P9WIC1","ID	5.4.99.5",45424917
"4652","P9WIC1","ID	5.4.99.5",885485
"4653","P9WIC7","ID	3.1.3.85",45426406
"4654","P9WIC7","ID	3.1.3.85",885727
"4655","P9WIE5","ID	1.11.1.21",885638
"4656","P9WII9","ID	4.3.3.6",45426609
"4657","P9WII9","ID	4.3.3.6",888592
"4658","P9WIK7","ID	2.3.1.288",886140
"4659","P9WIK9","ID	2.3.1.283",886156
"4660","P9WIN5","ID	2.3.1.282",45426927
"4661","P9WIN5","ID	2.3.1.282",887327
"4662","P9WIQ1","ID	5.4.99.9",886142
"4663","P9WIS5","ID	2.2.1.5",887084
"4664","P9WIT9","ID	2.1.3.3",885462
"4665","P9WIX5","ID	3.6.1.22",887860
"4666","P9WIY3","ID	3.6.1.69",45426974
"4667","P9WIY3","ID	3.6.1.69",888165
"4668","P9WJ61","ID	3.1.7.8|ID	3.1.7.9",888075
"4669","P9WJ63","ID	2.1.1.226|ID	2.1.1.227",45425663
"4670","P9WJ63","ID	2.1.1.226|ID	2.1.1.227",885396
"4671","P9WJ93","ID	1.14.15.30",887315
"4672","P9WJF1","ID	1.1.98.3|ID	1.1.98.3",886125
"4673","P9WJI5","ID	2.3.1.5",888005
"4674","P9WJJ5","ID	2.7.7.18",885457
"4675","P9WJJ7","ID	2.4.2.19",886281
"4676","P9WJL3","ID	6.3.2.13",887252
"4677","P9WJL9","ID	1.3.1.98",45424443
"4678","P9WJL9","ID	1.3.1.98",887169
"4679","P9WJM3","ID	3.2.2.9",886953
"4680","P9WJM5","ID	1.8.4.11",45424103
"4681","P9WJM5","ID	1.8.4.11",886865
"4682","P9WJM7","ID	2.3.1.189",885251
"4683","P9WJM9","ID	6.3.1.13",887492
"4684","P9WJN3","ID	3.2.2.16|ID	3.5.1.103",45425142
"4685","P9WJN3","ID	3.2.2.16|ID	3.5.1.103",885997
"4686","P9WJP3","ID	4.2.1.113 ()",887544
"4687","P9WJQ3","ID	1.7.5.1",885573
"4688","P9WJR7","ID	4.6.1.17",885826
"4689","P9WJW5","ID	2.1.1.63|ID	6.3.4.21",45425292
"4690","P9WJW5","ID	2.1.1.63|ID	6.3.4.21",886913
"4691","P9WJY7","ID	7.3.2.4",885231
"4692","P9WJY9","ID	2.3.1.31",888030
"4693","P9WK11","ID	2.2.1.9",887554
"4694","P9WK13","ID	1.1.1.37",45425210
"4695","P9WK13","ID	1.1.1.37",887119
"4696","P9WK17","ID	2.3.3.9",885713
"4697","P9WK19","ID	3.4.11.18",45426848
"4698","P9WK19","ID	3.4.11.18",888596
"4699","P9WK21","ID	3.4.11.18",45424699
"4700","P9WK21","ID	3.4.11.18",888564
"4701","P9WK83","ID	6.3.1.20",45426193
"4702","P9WK83","ID	6.3.1.20",887626
"4703","P9WK91","ID	2.8.1.8",45426194
"4704","P9WK91","ID	2.8.1.8",887922
"4705","P9WK95","ID	4.2.1.33",45426976
"4706","P9WK95","ID	4.2.1.33",888225
"4707","P9WKA1","ID	3.4.21.89|ID	3.4.22.46",45426890
"4708","P9WKA1","ID	3.4.21.89|ID	3.4.22.46",887157
"4709","P9WKA9","ID	2.3.1.20",888053
"4710","P9WKD3","ID	3.5.2.6",45426045
"4711","P9WKD3","ID	3.5.2.6",888742
"4712","P9WKE1","ID	2.7.4.9",888740
"4713","P9WKE9","ID	2.7.4.8",45425367
"4714","P9WKE9","ID	2.7.4.8",886787
"4715","P9WKG7","ID	2.7.1.148",886034
"4716","P9WKG9","ID	2.7.7.60",45427570
"4717","P9WKG9","ID	2.7.7.60",887787
"4718","P9WKH3","ID	1.14.99.57",45427579
"4719","P9WKH3","ID	1.14.99.57",886278
"4720","P9WKI7","ID	1.1.1.205",45427407
"4721","P9WKI7","ID	1.1.1.205",887498
"4722","P9WKJ1","ID	3.1.3.7",45426106
"4723","P9WKJ1","ID	3.1.3.7",888142
"4724","P9WKJ3","ID	2.2.1.6",45426992
"4725","P9WKJ3","ID	2.2.1.6",887226
"4726","P9WKK7","ID	4.1.3.1",45424429
"4727","P9WKK7","ID	4.1.3.1",886291
"4728","P9WKL1","ID	1.1.1.42",888013
"4729","P9WLH5","ID	3.1.26.4|ID	3.1.3.73",45426206
"4730","P9WLH5","ID	3.1.26.4|ID	3.1.3.73",888108
"4731","P9WM05","ID	4.6.1.1",45425338
"4732","P9WM05","ID	4.6.1.1",886841
"4733","P9WMB5","ID	2.3.1.265",888618
"4734","P9WMK5","ID	4.1.3.39",888387
"4735","P9WMK9","ID	2.7.7.53",45426616
"4736","P9WMK9","ID	2.7.7.53",888193
"4737","P9WML7","ID	2.6.1.9",886298
"4738","P9WMM9","ID	3.6.1.31",45426097
"4739","P9WMM9","ID	3.6.1.31",888671
"4740","P9WMN3","ID	2.3.1.157|ID	2.7.7.23",886069
"4741","P9WMP9","ID	3.6.4.12",45427188
"4742","P9WMP9","ID	3.6.4.12",888902
"4743","P9WMU7","ID	4.6.1.1",45426188
"4744","P9WMU7","ID	4.6.1.1",887979
"4745","P9WMV1","ID	4.6.1.1",885493
"4746","P9WMV9","ID	1.1.3.6",45427405
"4747","P9WMV9","ID	1.1.3.6",887502
"4748","P9WMW5","ID	2.7.8.35",45425276
"4749","P9WMW5","ID	2.7.8.35",886947
"4750","P9WMW9","ID	2.4.1.266",45425178
"4751","P9WMW9","ID	2.4.1.266",886085
"4752","P9WMX3","ID	2.4.1.287",886114
"4753","P9WMY3","ID	2.4.1.289",888714
"4754","P9WMY5","ID	2.4.1.346",887609
"4755","P9WMZ1","ID	2.4.1.342",887805
"4756","P9WMZ3","ID	2.4.1.346",887278
"4757","P9WMZ5","ID	2.4.1.345",45426613
"4758","P9WMZ5","ID	2.4.1.345",888627
"4759","P9WN03","ID	2.4.2.46",886127
"4760","P9WN11","ID	2.4.1.347",888404
"4761","P9WN39","ID	6.3.1.2",45426197
"4762","P9WN39","ID	6.3.1.2",888383
"4763","P9WN45","ID	2.4.1.18",886893
"4764","P9WN67","ID	5.1.3.2",885765
"4765","P9WN69","ID	5.3.1.9",45424915
"4766","P9WN69","ID	5.3.1.9",885533
"4767","P9WN83","ID	1.2.1.12",45425414
"4768","P9WN83","ID	1.2.1.12",886632
"4769","P9WN93","ID	4.2.1.2",885651
"4770","P9WNC3","ID	3.2.2.23",45426912
"4771","P9WNC3","ID	3.2.2.23",887438
"4772","P9WNC5","ID	1.13.11.81|ID	4.1.2.25",45427593
"4773","P9WNC5","ID	1.13.11.81|ID	4.1.2.25",885345
"4774","P9WNC9","ID	2.5.1.15",45425177
"4775","P9WNC9","ID	2.5.1.15",887447
"4776","P9WND1","ID	2.5.1.15",45427594
"4777","P9WND1","ID	2.5.1.15",885831
"4778","P9WNE1","ID	1.1.98.2 ()",886418
"4779","P9WNG3","ID	2.3.1.180",45424497
"4780","P9WNG3","ID	2.3.1.180",887381
"4781","P9WNH5","ID	3.7.1.8",887378
"4782","P9WNM5","ID	2.7.1.25",45425258
"4783","P9WNM5","ID	2.7.1.25",886978
"4784","P9WNP5","ID	4.1.3.36",887529
"4785","P9WNP7","ID	1.1.1.35",45424430
"4786","P9WNP7","ID	1.1.1.35",886288
"4787","P9WNS5","ID	3.6.1.23",45426685
"4788","P9WNS5","ID	3.6.1.23",887290
"4789","P9WNV1","ID	6.5.1.2",887354
"4790","P9WNW9","ID	1.1.1.23",886277
"4791","P9WNX3","ID	1.1.1.95",45426986
"4792","P9WNX3","ID	1.1.1.95",887154
"4793","P9WNX9","ID	1.2.1.79 ()",45424206
"4794","P9WNX9","ID	1.2.1.79 ()",886732
"4795","P9WP19","ID	5.1.1.7",45426713
"4796","P9WP19","ID	5.1.1.7",888614
"4797","P9WP21","ID	2.3.1.117",886088
"4798","P9WP23","ID	1.17.1.8",45426762
"4799","P9WP23","ID	1.17.1.8",888443
"4800","P9WP31","ID	6.3.2.4",888415
"4801","P9WP53","ID	2.5.1.113|ID	2.5.1.65",45425314
"4802","P9WP53","ID	2.5.1.113|ID	2.5.1.65",886867
"4803","P9WP55","ID	2.5.1.47",45426318
"4804","P9WP55","ID	2.5.1.47",886016
"4805","P9WP65","ID	3.1.4.17",885326
"4806","P9WP79","ID	6.3.2.31|ID	6.3.2.34",45427256
"4807","P9WP79","ID	6.3.2.31|ID	6.3.2.34",888693
"4808","P9WPA3","ID	2.7.1.24",885165
"4809","P9WPA5","ID	2.7.7.3",45426954
"4810","P9WPA5","ID	2.7.7.3",888423
"4811","P9WPA9","ID	2.7.4.25",45425683
"4812","P9WPA9","ID	2.7.4.25",885157
"4813","P9WPC3","ID	3.4.21.92",888174
"4814","P9WPC5","ID	3.4.21.92",45426451
"4815","P9WPC5","ID	3.4.21.92",888176
"4816","P9WPC9","ID	3.4.21.92",45427583
"4817","P9WPC9","ID	3.4.21.92",885104
"4818","P9WPD5","ID	2.3.3.16",45424859
"4819","P9WPD5","ID	2.3.3.16",885208
"4820","P9WPF9","ID	2.3.2.21",888355
"4821","P9WPH3","ID	3.5.4.5",45427315
"4822","P9WPH3","ID	3.5.4.5",887975
"4823","P9WPN7","ID	1.14.15.27",888025
"4824","P9WPP1","ID	1.14.15.29",887782
"4825","P9WPP3","ID	1.14.15.14",45426248
"4826","P9WPP3","ID	1.14.15.14",887763
"4827","P9WPP7","ID	1.14.19.70|ID	1.14.21.9 (transferred to EC 1.14.19.70)",888373
"4828","P9WPP9","ID	1.14.15.36",888819
"4829","P9WPQ5","ID	6.3.3.3",886338
"4830","P9WPR5","ID	1.13.11.65|ID	1.13.11.75 ()",888089
"4831","P9WPW9","ID	5.1.1.1|ID	5.1.1.3",886866
"4832","P9WPX3","ID	2.7.2.4",885223
"4833","P9WPX7","ID	4.2.1.10",888397
"4834","P9WPX9","ID	4.2.3.4",888392
"4835","P9WPY3","ID	2.7.1.71",887434
"4836","P9WPY5","ID	2.5.1.19",888753
"4837","P9WPY7","ID	4.3.2.1",885365
"4838","P9WPZ3","ID	2.3.1.35",885125
"4839","P9WPZ5","ID	2.6.1.17",45424824
"4840","P9WPZ5","ID	2.6.1.17",885784
"4841","P9WPZ9","ID	1.2.1.38",45425622
"4842","P9WPZ9","ID	1.2.1.38",885278
"4843","P9WQ13","ID	3.1.21.2",888190
"4844","P9WQ19","ID	5.4.99.16",45424092
"4845","P9WQ19","ID	5.4.99.16",886881
"4846","P9WQ29","ID	4.6.1.1",886906
"4847","P9WQ33","ID	4.6.1.1",886910
"4848","P9WQ59","ID	6.2.1.49",887454
"4849","P9WQ61","ID	6.2.1.50",887295
"4850","P9WQ73","ID	2.6.1.52",885140
"4851","P9WQ75","ID	2.6.1.42",45426186
"4852","P9WQ75","ID	2.6.1.42",888352
