"","uniprot","reaction","entrez"
"4853","P9WQ77","ID	2.6.1.36",887904
"4854","P9WQ80","ID	2.6.1.62",45425552
"4855","P9WQ81","ID	2.6.1.62",45425552
"4856","P9WQ81","ID	2.6.1.62",886343
"4857","P9WQB3","ID	2.3.3.13",885092
"4858","P9WQD3","ID	2.7.8.7",45426523
"4859","P9WQD3","ID	2.7.8.7",888626
"4860","P9WQD9","ID	2.3.1.41",45426225
"4861","P9WQD9","ID	2.3.1.41",887269
"4862","P9WQF5","ID	4.2.1.33",45426977
"4863","P9WQF5","ID	4.2.1.33",887875
"4864","P9WQN5","ID	5.6.1.5",887297
"4865","P9WQN8","ID	2.3.1.122",45424095
"4866","P9WQP3","ID	2.3.1.122|ID	2.3.1.20",45427805
"4867","P9WQP3","ID	2.3.1.122|ID	2.3.1.20",886132
"4868","P9WQP7","ID	1.1.1.145",45425080
"4869","P9WQP7","ID	1.1.1.145",886004
"4870","Q000L2","ID	2.3.1.179",105638018
"4871","Q00177","ID	3.2.1.8",2874673
"4872","Q00266","ID	2.5.1.6",4143
"4873","Q00277","ID	1.11.1.9",8352588
"4874","Q00384","ID	4.1.2.14",58026787
"4875","Q00416","ID	3.6.4.12",851150
"4876","Q00493","ID	3.4.17.10",12876
"4877","Q00555","ID	5.6.1.6",443347
"4878","Q00688","ID	5.2.1.8",2287
"4879","Q00764","ID	2.4.1.15",852423
"4880","Q00909","ID	4.2.3.6",23550840
"4881","Q00914","ID	1.97.1.12",2717046
"4882","Q00917","ID	2.4.1.13",834978
"4883","Q00955","ID	6.3.4.14|ID	6.4.1.2",855750
"4884","Q00987","ID	2.3.2.27",4193
"4885","Q00P15","ID	2.4.1.13",104436385
"4886","Q00P16","ID	2.4.1.13",104437963
"4887","Q00XA5","ID	3.1.26.5",9837430
"4888","Q01064","ID	3.1.4.17",5153
"4889","Q01159","ID	2.7.7.50",852747
"4890","Q01217","ID	2.7.2.8",856800
"4891","Q01285","ID	2.4.1.16",3880177
"4892","Q01320","ID	5.99.1.3 (transferred to EC 5.6.2.2)",21973
"4893","Q01341","ID	4.6.1.1",11512
"4894","Q01401","ID	2.4.1.18",4342117
"4895","Q01415","ID	2.7.1.157",2585
"4896","Q01578","ID	3.1.1.17",58027364
"4897","Q01682","ID	3.1.3.100",2540606
"4898","Q01740","ID	1.14.13.8",2326
"4899","Q01813","ID	2.7.1.11",5214
"4900","Q01814","ID	7.2.2.10",491
"4901","Q01939","ID	5.6.1.5",852834
"4902","Q01958","ID	3.4.22.35",3404954
"4903","Q01968","ID	3.1.3.36",4952
"4904","Q02038","ID	3.4.24.16",397646
"4905","Q02053","ID	6.2.1.45",22201
"4906","Q02108","ID	4.6.1.2",2982
"4907","Q02127","ID	1.3.5.2",1723
"4908","Q02153","ID	4.6.1.2|ID	4.6.1.2",2983
"4909","Q02159","ID	2.3.2.23",855036
"4910","Q02207","ID	4.2.1.119",853878
"4911","Q02293","ID	2.5.1.58|ID	2.5.1.58",64511
"4912","Q02318","ID	1.14.15.15|ID	1.14.99.38",1593
"4913","Q02353","ID	2.8.2.8",29633
"4914","Q02430","ID	1.1.1.396",57470582
"4915","Q02430","ID	1.1.1.396",62881501
"4916","Q02431","ID	1.3.7.15 ()",57470581
"4917","Q02431","ID	1.3.7.15 ()",62881502
"4918","Q02499","ID	2.7.1.40",58572631
"4919","Q02635","ID	2.6.1.1|ID	2.6.1.79",61603789
"4920","Q02759","ID	1.13.11.31|ID	1.13.11.33",81639
"4921","Q02765","ID	3.4.22.27",50654
"4922","Q02846","ID	4.6.1.2",3000
"4923","Q02880","ID	5.99.1.3 (transferred to EC 5.6.2.2)",7155
"4924","Q02890","ID	3.5.1.52",856009
"4925","Q02896","ID	3.5.1.23",856018
"4926","Q02928","ID	1.14.14.80",1579
"4927","Q02979","ID	3.1.4.46",855994
"4928","Q03013","ID	2.5.1.18",2948
"4929","Q03018","ID	3.4.22.49",852990
"4930","Q03034","ID	4.1.1.102",852152
"4931","Q03148","ID	4.3.3.6",855121
"4932","Q03154","ID	3.5.1.14",95
"4933","Q03161","ID	5.3.3.3",855125
"4934","Q03175","ID	2.5.1.87",855127
"4935","Q03266","ID	4.1.3.38",855333
"4936","Q03280","ID	2.3.2.26 ()",852068
"4937","Q03305","ID	2.1.1.322",852076
"4938","Q03426","ID	2.7.1.36",4598
"4939","Q03503","ID	2.3.1.256",856163
"4940","Q03521","ID	2.7.8.13",939856
"4941","Q03529","ID	1.14.18.6",855315
"4942","Q03579","ID	2.3.1.297",855344
"4943","Q037K5","ID	4.1.3.6",61270049
"4944","Q04081","ID	2.1.1.233",852045
"4945","Q04089","ID	2.1.1.360",852050
"4946","Q04119","ID	3.6.1.10",852063
"4947","Q042F4","ID	4.2.1.11",48925305
"4948","Q04311","ID	3.1.1.29",851618
"4949","Q04432","ID	4.2.1.130",852146
"4950","Q04447","ID	2.7.3.2",12709
"4951","Q04519","ID	3.1.4.12",20597
"4952","Q04609","ID	3.4.17.21",2346
"4953","Q04629","ID	2.3.1.225",851704
"4954","Q04631","ID	2.5.1.58|ID	2.5.1.59",25318
"4955","Q04739","ID	2.7.11.31",856749
"4956","Q04740","ID	3.1.26.4",855274
"4957","Q04750","ID	5.6.2.1",21969
"4958","Q04760","ID	4.4.1.5",2739
"4959","Q04777","ID	4.1.1.5",936857
"4960","Q04789","ID	2.2.1.6|ID	4.1.1.72",936852
"4961","Q04828","ID	1.1.1.149|ID	1.1.1.270|ID	1.1.1.357 ()|ID	1.1.1.50|ID	1.3.1.20",1645
"4962","Q04JB0","ID	6.1.1.5",60234379
"4963","Q04LI2","ID	6.1.1.6",60233244
"4964","Q04ML5","ID	2.7.4.3",60233344
"4965","Q05085","ID	7.3.2.4",837763
"4966","Q05086","ID	2.3.2.26 ()",7337
"4967","Q05117","ID	3.1.3.2",11433
"4968","Q05193","ID	3.6.5.5",1759
"4969","Q05209","ID	3.1.3.16|ID	3.1.3.48",5782
"4970","Q05213","ID	1.5.1.5|ID	3.5.4.9",1456434
"4971","Q05329","ID	4.1.1.15",2572
"4972","Q05431","ID	1.11.1.11",837304
"4973","Q05526","ID	4.2.2.9",9733852
"4974","Q05549","ID	3.6.4.12",851885
"4975","Q05567","ID	4.1.2.27",851888
"4976","Q05581","ID	1.14.11.21",61470965
"4977","Q05600","ID	6.3.1.10",1253555
"4978","Q05603","ID	2.4.2.21",1253537
"4979","Q05628","ID	2.1.1.195",1253553
"4980","Q05683","ID	4.1.1.15",24380
"4981","Q05754","ID	1.14.17.1",25699
"4982","Q05769","ID	1.14.99.1",19225
"4983","Q05823","ID	4.6.1.19",6041
"4984","Q05874","ID	2.1.1.244",850991
"4985","Q05888","ID	2.7.1.66",57965046
"4986","Q05923","ID	3.1.3.16",1844
"4987","Q05932","ID	6.3.2.17",2356
"4988","Q05961","ID	2.7.7.84 ()",192281
"4989","Q059G6","ID	3.1.3.12|ID	3.1.3.12",23887233
"4990","Q05JG2","ID	1.14.14.137",9269675
"4991","Q06124","ID	3.1.3.48",5781
"4992","Q06129","ID	4.1.3.27",44129824
"4993","Q06174","ID	3.1.1.1",58574698
"4994","Q06203","ID	2.4.2.14|ID	2.7.7.3",5471
"4995","Q06218","ID	3.6.4.12",850982
"4996","Q06278","ID	1.2.3.1",316
"4997","Q06321","ID	2.4.1.173",850886
"4998","Q06408","ID	4.1.1.43",851987
"4999","Q06508","ID	2.3.1.51",856261
"5000","Q06518","ID	1.14.13.39",24599
"5001","Q06592","ID	2.3.1.48",856323
"5002","Q06703","ID	3.5.1.41",851017
"5003","Q06756","ID	4.6.1.12",936634
"5004","Q06803","ID	2.1.1.226",61099042
"5005","Q06817","ID	6.1.1.14",856196
"5006","Q06YR3","ID	2.1.1.150",11419743
"5007","Q07075","ID	3.4.11.7",2028
"5008","Q07175","ID	4.1.1.90",281190
"5009","Q07471","ID	4.1.1.72",851479
"5010","Q07729","ID	3.5.4.3",851360
"5011","Q07786","ID	1.1.1.14",851351
"5012","Q07794","ID	2.3.1.48",850658
"5013","Q07804","ID	3.1.1.13",850648
"5014","Q07841","ID	1.1.1.37",40153569
"5015","Q07912","ID	2.7.10.2",10188
"5016","Q07923","ID	1.6.5.2 ()",850698
"5017","Q07973","ID	1.14.14.24|ID	1.14.15.16",1591
"5018","Q07982","ID	1.1.99.28",58026513
"5019","Q08109","ID	2.3.2.27",854149
"5020","Q08169","ID	3.2.1.35",406146
"5021","Q08201","ID	7.6.2.2",24891
"5022","Q08209","ID	3.1.3.16",5530
"5023","Q08211","ID	3.6.4.13",1660
"5024","Q08225","ID	3.4.14.4",854097
"5025","Q08282","ID	2.1.1.290|ID	2.3.1.231",854024
"5026","Q08295","ID	3.2.1.10",854008
"5027","Q08352","ID	1.4.1.1",936557
"5028","Q08388","ID	2.1.1.17",25511
"5029","Q08477","ID	1.14.14.79 ()|ID	1.14.14.94",4051
"5030","Q08548","ID	2.3.1.23",854346
"5031","Q08641","ID	2.1.1.268 ()",854414
"5032","Q08650","ID	2.3.1.20",854419
"5033","Q08702","ID	3.1.11.7 (transferred to EC 3.6.1.71)|ID	3.6.1.71",854432
"5034","Q08752","ID	5.2.1.8",5481
"5035","Q08834","ID	2.4.1.155",65271
"5036","Q08877","ID	3.6.5.5",171574
"5037","Q08891","ID	1.2.1.42|ID	1.2.1.50",820372
"5038","Q08960","ID	4.1.3.44",855894
"5039","Q08BA6","ID	1.14.11.53 ()",570158
"5040","Q08CT3","ID	6.3.1.2",566165
"5041","Q08DU1","ID	3.1.1.77",534858
"5042","Q08J23","ID	2.1.1.202|ID	2.1.1.203",54888
"5043","Q09103","ID	2.7.1.107",31826
"5044","Q09128","ID	1.14.15.16",25279
"5045","Q09265","ID	2.1.1.361",174045
"5046","Q09272","ID	2.8.2.5",174304
"5047","Q09296","ID	3.4.17.24",184043
"5048","Q09324","ID	2.4.1.102",14537
"5049","Q09327","ID	2.4.1.144",4248
"5050","Q09328","ID	2.4.1.155",4249
"5051","Q09349","ID	2.3.2.27",174295
"5052","Q09472","ID	2.3.1.48",2033
"5053","Q09474","ID	1.13.11.11",175836
"5054","Q09675","ID	4.2.1.130",2541799
"5055","Q09M02","ID	3.4.17.24",231093
"5056","Q0B2H5","ID	5.4.99.17",44696645
"5057","Q0B5S3","ID	5.4.99.17",44695544
"5058","Q0BAS3","ID	3.11.1.2",44693850
"5059","Q0CBM7","ID	3.1.1.73",4323090
"5060","Q0CDD9","ID	1.1.5.9",4353515
"5061","Q0CFW4","ID	3.2.1.4",4322696
"5062","Q0CGA6","ID	1.14.99.55",4319141
"5063","Q0CQ16","ID	2.5.1.109 ()",4318531
"5064","Q0CW98","ID	4.2.1.92",4316488
"5065","Q0D4J5","ID	2.5.1.54",4343946
"5066","Q0D9C4","ID	1.11.1.6",4342124
"5067","Q0DAK7","ID	2.5.1.116 ()",4341663
"5068","Q0DBF4","ID	1.14.14.68",4341343
"5069","Q0DF89","ID	1.18.1.2",4339874
"5070","Q0DHN6","ID	1.2.1.88",4338979
"5071","Q0DIV0","ID	4.99.1.1",4338537
"5072","Q0DZ46","ID	1.2.1.5",4330149
"5073","Q0E671","ID	2.7.7.43",561018
"5074","Q0E8P0","ID	4.1.99.13",35322
"5075","Q0EDG6","ID	1.14.20.6",778157
"5076","Q0GA57","ID	3.5.2.6",61752932
"5077","Q0GA81","ID	4.3.1.24",105642230
"5078","Q0GGX1","ID	1.14.15.24",544297
"5079","Q0H2G3","ID	1.2.1.36",751785
"5080","Q0INY7","ID	4.1.1.39",4351966
"5081","Q0J185","ID	1.14.14.137",4347261
"5082","Q0J8A4","ID	1.2.1.12|ID	1.2.1.12",4344564
"5083","Q0J8G4","ID	2.7.1.4",4344497
"5084","Q0JC10","ID	4.1.1.50",4336294
"5085","Q0JF01","ID	1.14.14.111",4335091
"5086","Q0JGK4","ID	2.4.1.14",4324364
"5087","Q0JGZ6","ID	2.7.1.4",4324962
"5088","Q0JKD0","ID	1.4.1.14",4324398
"5089","Q0JR55","ID	2.7.8.8",4326076
"5090","Q0JYJ1","ID	3.1.1.75",57648295
"5091","Q0JZG9","ID	3.1.1.75",57647972
"5092","Q0JZU4","ID	3.11.1.2",57647850
"5093","Q0K029","ID	1.13.11.20",57647766
"5094","Q0K0H8","ID	2.8.3.16",57647613
"5095","Q0K1X1","ID	4.1.2.14",57647117
"5096","Q0K2G9","ID	3.1.1.75",57646911
"5097","Q0K2K1","ID	1.2.1.16",57646878
"5098","Q0K2K2","ID	2.6.1.19",57646877
"5099","Q0K2Z6","ID	3.11.1.2",57646727
"5100","Q0K368","ID	2.3.1.9",57646649
"5101","Q0K4D5","ID	3.1.1.75",57646223
"5102","Q0K4F5","ID	1.1.1.408|ID	1.1.1.409",57646201
"5103","Q0K4F6","ID	2.7.1.219",57646200
"5104","Q0K7F8","ID	4.2.1.9",57645112
"5105","Q0K7T2","ID	3.1.1.22|ID	3.1.1.75",57644986
"5106","Q0K845","ID	1.2.1.81",57644871
"5107","Q0KAI3","ID	2.3.1.9",57644005
"5108","Q0KB75","ID	1.13.11.20",57643715
"5109","Q0KBC7","ID	1.1.1.411",57643661
"5110","Q0KBC8","ID	2.7.1.217",57643660
"5111","Q0KBC9","ID	4.1.1.104",57643659
"5112","Q0KBD2","ID	1.1.1.410",57643656
"5113","Q0KBP1","ID	2.3.1.16",57643544
"5114","Q0KBV8","ID	1.8.1.4",57643476
"5115","Q0KCB8","ID	2.7.4.1",57643311
"5116","Q0KCI0","ID	3.1.1.75",57643247
"5117","Q0KCY1","ID	2.7.4.1",57643097
"5118","Q0KEG0","ID	1.1.1.35|ID	4.2.1.17",57642557
"5119","Q0KEY8","ID	1.1.1.35",57642378
"5120","Q0KF43","ID	2.7.4.1",57642321
"5121","Q0P599","ID	1.14.99.38",506132
"5122","Q0P5I5","ID	4.1.3.16",506001
"5123","Q0P6M7","ID	2.3.1.191",61754853
"5124","Q0P7J0","ID	2.7.8.7",56716943
"5125","Q0P885","ID	7.3.2.6",905822
"5126","Q0P891","ID	1.16.3.2",905816
"5127","Q0P8J7","ID	3.5.1.129",905706
"5128","Q0P8J8","ID	2.7.7.103",905705
"5129","Q0P8J9","ID	2.7.1.224",905704
"5130","Q0P8U5","ID	3.6.1.57 ()",905604
"5131","Q0P9B5","ID	2.4.1.62",905430
"5132","Q0P9D1","ID	2.3.1.203",905414
"5133","Q0P9D3","ID	2.6.1.34",905412
"5134","Q0P9V0","ID	3.5.3.12",905241
"5135","Q0PAC6","ID	4.1.1.19",905074
"5136","Q0PAS9","ID	2.1.1.226",904912
"5137","Q0PBA0","ID	1.3.1.6",904734
"5138","Q0PBA1","ID	1.3.1.6",904733
"5139","Q0PBA2","ID	1.3.1.6",904732
"5140","Q0PBH5","ID	1.11.1.26",904658
"5141","Q0PC20","ID	3.2.2.26|ID	3.2.2.30 ()|ID	3.2.2.30 ()|ID	3.2.2.9",904448
"5142","Q0PC50","ID	4.3.1.1",904412
"5143","Q0PC94","ID	3.1.21.5",904370
"5144","Q0PY32","ID	4.6.1.2",109186612
"5145","Q0SY49","ID	1.5.1.20",61754803
"5146","Q0TMI3","ID	6.3.4.3",29570102
"5147","Q0TR53","ID	3.2.1.169",29571445
"5148","Q0V1D7","ID	3.4.24.39",5969643
"5149","Q0V8R6","ID	3.2.1.52",504468
"5150","Q0VBN2","ID	5.1.3.19",319901
"5151","Q0VC53","ID	1.14.99.29",526521
"5152","Q0VCA8","ID	1.13.11.6",510602
"5153","Q0VCY0","ID	7.2.2.10",518117
"5154","Q0VFX9","ID	4.3.2.8",512596
"5155","Q0VGQ1","ID	1.1.1.62",56348
"5156","Q0VGW8","ID	4.3.1.3",100125662
"5157","Q0VH86","ID	1.1.1.330",107963793
"5158","Q0VH87","ID	1.1.1.330",107907878
"5159","Q0VH88","ID	1.1.1.330",107950155
"5160","Q0VJU2","ID	3.5.2.6",45235765
"5161","Q0W803","ID	2.4.99.18",5145410
"5162","Q0W818","ID	2.4.99.18",5143253
"5163","Q0WCE2","ID	3.1.2.20",49786970
"5164","Q0WCE2","ID	3.1.2.20",57975570
"5165","Q0WL56","ID	3.6.5.3",836161
"5166","Q0WL56","ID	3.6.5.3",837307
"5167","Q0WL56","ID	3.6.5.3",837308
"5168","Q0WL56","ID	3.6.5.3",837309
"5169","Q0WQK2","ID	2.3.1.225",822311
"5170","Q0WRB0","ID	1.2.1.84",823580
"5171","Q0WSS4","ID	1.13.11.54",827124
"5172","Q0WT03","ID	3.2.1.14",827725
"5173","Q0WUA3","ID	2.5.1.130",842354
"5174","Q0WVX5","ID	2.4.1.21",827550
"5175","Q0WWH7","ID	3.4.21.62",820621
"5176","Q0Z942","ID	3.2.1.14",660881
"5177","Q0ZB96","ID	2.3.1.30",61330174
"5178","Q10135","ID	1.14.11.65",2541832
"5179","Q10155","ID	3.1.26.11",2542457
"5180","Q10257","ID	2.1.1.287 ()",2543219
"5181","Q10258","ID	1.5.1.20",2542993
"5182","Q10356","ID	4.2.1.130",2541772
"5183","Q10471","ID	2.4.1.41",2590
"5184","Q10472","ID	2.4.1.41",2589
"5185","Q10712","ID	3.4.11.1",544017
"5186","Q10728","ID	3.1.3.53",116670
"5187","Q10739","ID	3.4.24.80",81707
"5188","Q10743","ID	3.4.24.81",29650
"5189","Q10979","ID	2.4.1.69",100009291
"5190","Q10980","ID	2.4.1.344|ID	2.4.1.69",81919
"5191","Q10981","ID	2.4.1.69",2524
"5192","Q10982","ID	2.4.1.344|ID	2.4.1.69",397139
"5193","Q10983","ID	2.4.1.69",100009290
"5194","Q10984","ID	2.4.1.344|ID	2.4.1.69",58924
"5195","Q10BJ7","ID	1.5.1.20",4334554
"5196","Q10C15","ID	2.1.1.37",4334435
"5197","Q10LH0","ID	1.3.1.75",4332843
"5198","Q10LP5","ID	2.4.1.13",4332788
"5199","Q10M74","ID	2.7.4.8",4332674
"5200","Q10MI9","ID	2.5.1.43",4332607
"5201","Q10MX3","ID	6.3.5.4",4332506
"5202","Q10N21","ID	1.11.1.11",4332474
"5203","Q10PL5","ID	2.7.1.159",4332146
"5204","Q10PV5","ID	2.3.1.199|ID	2.3.1.199",4332090
"5205","Q10Q09","ID	3.1.4.1",4332051
"5206","Q10RP4","ID	1.14.11.67",9268736
"5207","Q10RT5","ID	1.14.15.17",4331611
"5208","Q10SX6","ID	1.20.99.1",4331335
"5209","Q11028","ID	4.6.1.1",886817
"5210","Q11067","ID	5.3.4.1",180974
"5211","Q11130","ID	2.4.1.152",2529
"5212","Q12006","ID	2.3.1.225",854159
"5213","Q12039","ID	3.6.4.12",854058
"5214","Q12052","ID	2.3.1.221 ()",855946
"5215","Q12068","ID	1.1.1.265|ID	1.1.1.283",854014
"5216","Q12083","ID	3.6.1.3 (deleted, enzymes previously listed under this number are now listed separately under EC 5.6 and EC 7)",855939
"5217","Q12126","ID	2.7.11.23",2540471
"5218","Q12320","ID	3.1.2.6",854205
"5219","Q12382","ID	2.7.1.174",854488
"5220","Q12387","ID	2.3.1.254",854079
"5221","Q12395","ID	2.3.2.32",850819
"5222","Q12400","ID	2.1.1.221",854060
"5223","Q12452","ID	1.1.1.270",850790
"5224","Q12463","ID	2.1.1.214",853996
"5225","Q12494","ID	2.7.4.21",851580
"5226","Q12513","ID	2.3.1.86",851448
"5227","Q12634","ID	1.1.1.252",2681349
"5228","Q12674","ID	7.6.2.1",855197
"5229","Q12756","ID	5.6.1.3",547
"5230","Q12913","ID	3.1.3.48",5795
"5231","Q12923","ID	3.1.3.48",5783
"5232","Q12959","ID	2.7.4.8",1739
"5233","Q12VP3","ID	2.4.99.18",3997815
"5234","Q13126","ID	2.4.2.28",4507
"5235","Q13233","ID	2.7.11.25",4214
"5236","Q13315","ID	2.7.11.1",472
"5237","Q13332","ID	3.1.3.48",5802
"5238","Q13370","ID	3.1.4.17",5140
"5239","Q13395","ID	2.1.1.34",6894
"5240","Q13404","ID	2.3.2.24",387522
"5241","Q13404","ID	2.3.2.24",7335
"5242","Q13423","ID	1.6.1.2|ID	7.1.1.1",23530
"5243","Q13427","ID	5.2.1.8",9360
"5244","Q13489","ID	2.3.2.27",330
"5245","Q13496","ID	3.1.3.64|ID	3.1.3.95 ()",4534
"5246","Q13535","ID	2.7.11.1",545
"5247","Q13547","ID	3.5.1.98",3065
"5248","Q13555","ID	2.7.11.17",818
"5249","Q13564","ID	6.2.1.64",8883
"5250","Q13569","ID	3.2.2.29",6996
"5251","Q13574","ID	2.7.1.107",8525
"5252","Q13608","ID	3.6.4.7",5190
"5253","Q13613","ID	3.1.3.95 ()",8776
"5254","Q13614","ID	3.1.3.64|ID	3.1.3.95 ()",8898
"5255","Q13617","ID	2.3.2.32",8453
"5256","Q13686","ID	1.14.11.51 ()",8846
"5257","Q13822","ID	3.1.4.39",5168
"5258","Q13946","ID	3.1.4.53 ()",5150
"5259","Q14004","ID	2.7.11.22|ID	2.7.11.23",8621
"5260","Q14123","ID	3.1.4.17",5137
"5261","Q14139","ID	2.3.2.27",9354
"5262","Q14147","ID	3.6.4.13",9704
"5263","Q14197","ID	3.1.1.29",3396
"5264","Q14258","ID	2.3.2.27",7706
"5265","Q14353","ID	2.1.1.2",2593
"5266","Q14376","ID	5.1.3.2|ID	5.1.3.7",2582
"5267","Q14432","ID	3.1.4.17",5139
"5268","Q14562","ID	3.6.4.13",1659
"5269","Q14669","ID	2.3.2.26 ()",9320
"5270","Q14749","ID	2.1.1.20",27232
"5271","Q147X3","ID	2.3.1.256",122830
"5272","Q14874","ID	2.7.11.4",649
"5273","Q14894","ID	1.5.1.21|ID	1.5.1.25",1428
"5274","Q148L6","ID	1.3.1.20",617564
"5275","Q148W0","ID	7.6.2.1",54670
"5276","Q14939","ID	3.1.4.4",2357
"5277","Q14CX7","ID	2.3.1.254",80018
"5278","Q14DK4","ID	2.3.1.15",215456
"5279","Q15047","ID	2.1.1.355|ID	2.1.1.366",9869
"5280","Q15067","ID	1.3.3.6",51
"5281","Q15111","ID	2.7.11.10",5334
"5282","Q15119","ID	2.7.11.2",5164
"5283","Q15120","ID	2.7.11.2",5165
"5284","Q15147","ID	3.1.4.11",5332
"5285","Q15165","ID	3.1.1.2|ID	3.1.1.25",5445
"5286","Q15166","ID	3.1.1.2|ID	3.1.1.25|ID	3.1.8.1",5446
"5287","Q15181","ID	3.6.1.1",5464
"5288","Q15208","ID	2.7.11.1",11329
"5289","Q15262","ID	3.1.3.48",5796
"5290","Q15274","ID	2.4.2.19",23475
"5291","Q15311","ID	7.6.2.3",10928
"5292","Q15382","ID	3.6.5.2",6009
"5293","Q15386","ID	2.3.2.26 ()",9690
"5294","Q15392","ID	1.3.1.72",1718
"5295","Q15439","ID	7.6.2.3",6925
"5296","Q15440","ID	7.6.2.3",6925
"5297","Q15493","ID	3.1.1.17",9104
"5298","Q15652","ID	1.14.11.65",221037
"5299","Q15661","ID	3.4.21.59",7177
"5300","Q15669","ID	3.6.5.2",399
"5301","Q15678","ID	3.1.3.48",5784
"5302","Q15735","ID	3.1.3.56",27124
"5303","Q15738","ID	1.1.1.170",50814
"5304","Q15788","ID	2.3.1.48",8648
"5305","Q15800","ID	1.14.18.9",6307
"5306","Q15819","ID	2.3.2.24",7336
"5307","Q15910","ID	2.1.1.356",2146
"5308","Q15I66","ID	2.7.7.27",544283
"5309","Q16222","ID	2.7.7.23|ID	2.7.7.83",6675
"5310","Q16518","ID	3.1.1.64|ID	5.3.3.22",6121
"5311","Q16539","ID	2.7.11.24",1432
"5312","Q16647","ID	5.3.99.4",5740
"5313","Q16719","ID	3.7.1.3",8942
"5314","Q16720","ID	7.2.2.10",492
"5315","Q16739","ID	2.4.1.80",7357
"5316","Q16760","ID	2.7.1.107",8527
"5317","Q16763","ID	2.3.2.24",27338
"5318","Q16772","ID	2.5.1.18|ID	5.3.3.1",2940
"5319","Q16775","ID	3.1.2.6",3029
"5320","Q16819","ID	3.4.24.18",4224
"5321","Q16820","ID	3.4.24.18",4225
"5322","Q16822","ID	4.1.1.32",5106
"5323","Q16825","ID	3.1.3.48",11099
"5324","Q16827","ID	3.1.3.48",5800
"5325","Q16831","ID	2.4.2.3",7378
"5326","Q16849","ID	3.1.3.48",5798
"5327","Q16850","ID	1.14.13.70 (transferred to EC 1.14.14.154)|ID	1.14.14.154",1595
"5328","Q16851","ID	2.7.7.9",7360
"5329","Q16880","ID	2.4.1.47",7368
"5330","Q16KL9","ID	2.3.1.87",5577028
"5331","Q16L33","ID	3.4.11.2",5576801
"5332","Q16MV5","ID	1.2.1.94",5575933
"5333","Q16MV7","ID	1.2.1.94",5575931
"5334","Q16N01","ID	7.4.2.1",5575863
"5335","Q16TL8","ID	3.4.21.4",5573022
"5336","Q171F8","ID	3.5.2.5",5569474
"5337","Q17374","ID	1.21.1.1",181784
"5338","Q17427","ID	2.3.1.4",179437
"5339","Q17446","ID	2.7.11.24",191743
"5340","Q17551","ID	2.3.2.33",179259
"5341","Q17693","ID	1.5.1.20",174254
"5342","Q17938","ID	1.14.19.21|ID	1.3.1.21",179422
"5343","Q17993","ID	5.1.3.13",180896
"5344","Q17F78","ID	2.5.1.1",5578269
"5345","Q17J02","ID	1.7.3.3",5573896
"5346","Q17QK8","ID	1.1.1.153",533836
"5347","Q17ZY6","ID	1.21.4.1",57296868
"5348","Q18014","ID	2.4.1.221",180607
"5349","Q180C8","ID	3.4.21.107",57296826
"5350","Q180W0","ID	5.1.1.1",57296680
"5351","Q18212","ID	3.6.4.13",174333
"5352","Q185M6","ID	1.21.4.2",57297738
"5353","Q18910","ID	2.7.7.9",180484
"5354","Q18AQ1","ID	1.3.8.1",57299065
"5355","Q18AQ5","ID	1.3.1.109",57299063
"5356","Q18GV3","ID	2.4.99.18",4194718
"5357","Q19328","ID	3.1.31.1",173811
"5358","Q19437","ID	3.5.1.6",174040
"5359","Q19825","ID	6.1.1.19",175659
"5360","Q19KA1","ID	3.1.3.9",723970
"5361","Q19XY0","ID	3.6.4.12",4157919
"5362","Q1ACB3","ID	2.5.1.115 ()|ID	2.5.1.117 ()",5007993
"5363","Q1CWE7","ID	3.6.1.41",41364337
"5364","Q1D1H4","ID	3.1.3.16",41362618
"5365","Q1D2I5","ID	6.5.1.8",41362267
"5366","Q1D380","ID	6.1.1.6",41362030
"5367","Q1D4I1","ID	2.3.3.10",41361582
"5368","Q1D5Y4","ID	4.2.1.18",41361089
"5369","Q1DA50","ID	2.7.3.3",41359640
"5370","Q1DC62","ID	3.6.1.17|ID	3.6.1.41",41358955
"5371","Q1DDS6","ID	2.3.2.5",41358395
"5372","Q1EC69","ID	1.14.18.10",828374
"5373","Q1EG72","ID	4.2.3.55|ID	5.5.1.17",103641097
"5374","Q1G151","ID	1.1.1.1",733056
"5375","Q1GAA2","ID	1.1.1.345 ()",57118085
"5376","Q1H537","ID	1.3.1.75",831984
"5377","Q1HAW1","ID	4.4.1.14",103406931
"5378","Q1HFZ0","ID	2.1.1.37",28114
"5379","Q1HQ66","ID	4.1.1.21",732910
"5380","Q1JK37","ID	3.2.1.86",57853277
"5381","Q1JTV5","ID	4.1.1.53",56809070
"5382","Q1JTV5","ID	4.1.1.53",60967755
"5383","Q1JU59","ID	4.1.1.22",61248338
"5384","Q1JUZ2","ID	1.14.19.21|ID	1.3.1.21",733067
"5385","Q1K4Q1","ID	1.14.99.54",3872039
"5386","Q1K502","ID	3.6.4.13",3872445
"5387","Q1K5M0","ID	3.2.1.4",3873254
"5388","Q1K615","ID	1.2.1.82",3873815
"5389","Q1K6I4","ID	2.4.2.60",3876110
"5390","Q1K7T0","ID	3.5.3.11",3877562
"5391","Q1K8B6","ID	1.14.99.54",3877853
"5392","Q1K8G0","ID	4.4.1.13",3878796
"5393","Q1KHF9","ID	3.4.21.75",566557
"5394","Q1KMU6","ID	4.4.1.21",61515704
