"Accession","pvalue","for_change","Type","Values"
"P14246",0.108211625171162,-0.203333333333333,"BALB.cJ_301",-0.25
"Q8BX70",0.620421836758397,0.153333333333333,"BALB.cJ_301",-0.16
"Q01405",0.871911993423177,-0.0133333333333333,"BALB.cJ_301",-0.08
"Q8BKZ9",0.00217156124925373,-0.633333333333333,"BALB.cJ_301",-0.45
"Q9R1S7",0.12174684914779,0.44,"BALB.cJ_301",-0.46
"Q91XE8",0.154253421320059,0.09,"BALB.cJ_301",0
"P56656",0.0744622053418742,2.03666666666667,"BALB.cJ_301",3.34
"O08709",0.487441273650781,-0.103333333333333,"BALB.cJ_301",0.26
"Q920A7",0.218376795527464,0.39,"BALB.cJ_301",0.24
"O55143",0.630101181459369,0.06,"BALB.cJ_301",0.07
"Q8R0W0",0.48192522186476,0.186666666666667,"BALB.cJ_301",-0.56
"A0A0R4J293",0.75861207465559,-0.07,"BALB.cJ_301",-0.77
"Q99020",0.922676641242831,-0.0266666666666667,"BALB.cJ_301",0.12
"Q8BSY0",0.121230352646484,0.17,"BALB.cJ_301",0.13
"Q99KR7",0.294772205748533,-0.0566666666666667,"BALB.cJ_301",-0.02
"Q8C5W0",0.133638330689019,-0.29,"BALB.cJ_301",-0.72
"P53395",0.203574621328705,-0.07,"BALB.cJ_301",0.15
"F8WJ05",0.576080092537272,-0.133333333333333,"BALB.cJ_301",-0.17
"P35282",0.00271870448829199,-0.31,"BALB.cJ_301",-0.29
"Q9D8T7",0.435831235613892,-0.566666666666667,"BALB.cJ_301",-1.8
"P47791",0.240488774143907,0.16,"BALB.cJ_301",-0.13
"P10630-2",0.799873161696005,0.0166666666666667,"BALB.cJ_301",-0.29
"P17665",0.19526921961941,0.18,"BALB.cJ_301",0.57
"Q7TQI3",0.154514851590384,-0.24,"BALB.cJ_301",0
"Q920L1",0.357685384595318,-0.23,"BALB.cJ_301",0.17
"Q91XH5",0.477352822547681,-0.0833333333333333,"BALB.cJ_301",0.41
"P61458",0.107991482268299,-0.433333333333333,"BALB.cJ_301",-0.39
"P62911",0.744181480232275,-0.0266666666666667,"BALB.cJ_301",0.23
"A6X935",0.309557184333939,-0.16,"BALB.cJ_301",-0.17
"P29595",0.762492907811406,-0.0166666666666667,"BALB.cJ_301",0.22
"Q9Z2G6",0.234150058978793,-0.09,"BALB.cJ_301",0.04
"Q9D0I9",0.652010298347052,0.04,"BALB.cJ_301",-0.2
"P24527",0.00332694472261841,-0.88,"BALB.cJ_301",-1.06
"Q6PDI5",0.180631316249433,0.23,"BALB.cJ_301",0.02
"Q9QY30",0.0352305852992056,-0.44,"BALB.cJ_301",-0.68
"P63242",0.0977687923387421,-0.226666666666667,"BALB.cJ_301",0.04
"Q80WJ7",0.888939264163972,-0.01,"BALB.cJ_301",0.05
"G3X8X1",0.0081563439888226,-0.643333333333333,"BALB.cJ_301",-0.32
"Q6ZQ08",0.168758443414326,0.343333333333333,"BALB.cJ_301",0.31
"P97742",0.0938335996389947,-0.246666666666667,"BALB.cJ_301",-0.15
"Q9CZ13",0.334749275176216,-0.0633333333333334,"BALB.cJ_301",0.05
"Q7TMK9",0.806648960255897,0.0266666666666667,"BALB.cJ_301",-0.14
"Q9Z1F9",0.75889931409197,-0.08,"BALB.cJ_301",-0.2
"Q8R0Y8",0.425149076033927,-0.123333333333333,"BALB.cJ_301",0.09
"Q8K2B3",0.00878505834540363,-0.156666666666667,"BALB.cJ_301",-0.02
"Q6R0H7",0.974195793600238,-0.00333333333333333,"BALB.cJ_301",-0.14
"P70671",0.441736931890794,0.15,"BALB.cJ_301",0.27
"E9Q1J7",0.161199848997585,-0.0533333333333333,"BALB.cJ_301",-0.01
"Q9CRD0",0.187815172297165,0.0866666666666667,"BALB.cJ_301",0.22
"Q3TUE1",0.503514919176489,0.216666666666667,"BALB.cJ_301",0.03
"A2ASZ8-5",0.139387589154972,0.173333333333333,"BALB.cJ_301",-0.01
"Q91VU6",0.361977665377248,0.206666666666667,"BALB.cJ_301",-0.05
"Q9CW03",0.191024964065856,-0.58,"BALB.cJ_301",-0.91
"Q9Z2Q5",0.690459297260629,-0.113333333333333,"BALB.cJ_301",0.11
"Q8BW75",0.00422638540711434,-0.643333333333333,"BALB.cJ_301",-0.99
"Q91W43",0.0163305892909233,0.17,"BALB.cJ_301",0.08
"Q8VCX1",0.00359824919794256,-0.356666666666667,"BALB.cJ_301",-0.49
"P24549",0.00466893649870759,-0.513333333333333,"BALB.cJ_301",-0.85
"Q64433",0.13599578337429,0.526666666666667,"BALB.cJ_301",0.68
"Q9CY50",0.0399449826625085,-0.21,"BALB.cJ_301",0.12
"Q99N42",0.0592380414478725,-0.716666666666667,"BALB.cJ_301",-0.62
"A0A1L1SQ51",0.453877044286858,0.193333333333333,"BALB.cJ_301",0.02
"P20918",0.745094179774341,-0.0333333333333333,"BALB.cJ_301",0.21
"P16015",0.0238904252682035,-0.436666666666667,"BALB.cJ_301",0.84
"Q9CX86",0.133355854879941,-0.176666666666667,"BALB.cJ_301",0.17
"Q91XD4",0.512803575633794,0.0333333333333333,"BALB.cJ_301",0.01
"Q64726",0.0126958381309425,0.163333333333333,"BALB.cJ_301",0.2
"Q9QZS3",0.475463075396916,-0.07,"BALB.cJ_301",0.14
"Q61578",0.333370080744082,0.136666666666667,"BALB.cJ_301",0.26
"A2ACG7",0.77911111169987,0.0366666666666667,"BALB.cJ_301",0.23
"P50396",0.0169162103309631,-0.18,"BALB.cJ_301",-0.06
"F8VPN4",0.066688850733828,-0.35,"BALB.cJ_301",0.11
"Q9DCM0",0.733354647528883,0.02,"BALB.cJ_301",-0.37
"Q9ET30",0.881450443035887,-0.0533333333333333,"BALB.cJ_301",-0.41
"P52623",0.503596978007557,-0.233333333333333,"BALB.cJ_301",-0.24
"Q5U5V2",0.98187528287753,-0.00333333333333333,"BALB.cJ_301",0.02
"P29699",0.40394831894095,-0.11,"BALB.cJ_301",0.25
"Q9JMA1",0.0593267788488379,0.193333333333333,"BALB.cJ_301",-0.19
"Q8VCZ9",0.0330572251427323,-0.76,"BALB.cJ_301",-0.59
"Q9DBG7",0.97137852741477,0.00666666666666665,"BALB.cJ_301",0.06
"O35459",0.153700239248511,0.24,"BALB.cJ_301",-0.3
"Q9R0N0",0.2052543979839,-0.253333333333333,"BALB.cJ_301",0.21
"Q8CGC7",0.8257286416037,-0.0233333333333333,"BALB.cJ_301",0.25
"P63017",0.000627359206959356,0.353333333333333,"BALB.cJ_301",0.24
"Q6GQT9",0.0772845192972295,0.176666666666667,"BALB.cJ_301",-0.01
"Q9WUD0",0.00982733202095541,1.94666666666667,"BALB.cJ_301",0.96
"Q00623",0.0220740188120905,-0.85,"BALB.cJ_301",-0.72
"Q9D6K5",0.317600552090621,-0.263333333333333,"BALB.cJ_301",-0.05
"Q9DD20",0.673613801694264,-0.0666666666666667,"BALB.cJ_301",0.41
"E9QN99",0.00732076784482103,-0.543333333333333,"BALB.cJ_301",-0.59
"Q8K2C7",0.897810897244639,-0.0266666666666667,"BALB.cJ_301",-0.07
"Q8CCM6-2",0.405396845084041,-0.273333333333333,"BALB.cJ_301",0.11
"P51125",0.0818058391396252,0.116666666666667,"BALB.cJ_301",-0.34
"Q99JX4",0.212400761344812,0.173333333333333,"BALB.cJ_301",0.33
"Q9D1Q6",0.435245118780997,-0.05,"BALB.cJ_301",0.1
"Q9DCT1",0.00131698725695971,1.50333333333333,"BALB.cJ_301",-0.25
"Q9EPJ9",0.847581446597303,0.0266666666666667,"BALB.cJ_301",-0.36
"P55264",0.0120706684128867,0.27,"BALB.cJ_301",0.49
"Q9ESX5",0.0253046958744565,-0.396666666666667,"BALB.cJ_301",-0.29
"Q8BUV3",0.141416222653253,0.2,"BALB.cJ_301",-0.1
"P62960",0.40344092283597,-0.0733333333333333,"BALB.cJ_301",0.23
"P85094",0.326183665857296,-0.193333333333333,"BALB.cJ_301",0.23
"O09012-2",0.430729789221958,-0.103333333333333,"BALB.cJ_301",-0.45
"Q8CIE6",0.235206778277691,-0.166666666666667,"BALB.cJ_301",-0.27
"Q922I7",0.869396490124491,0.0166666666666667,"BALB.cJ_301",-0.09
"P36552",0.171221148653122,0.19,"BALB.cJ_301",0.16
"Q9EPU0-2",0.0365353073554564,0.35,"BALB.cJ_301",0.38
"A2AFQ2",0.654530444033071,-0.05,"BALB.cJ_301",-0.38
"P99027",0.00438078917271966,-0.216666666666667,"BALB.cJ_301",0.1
"P56593",0.00220089763040108,-0.796666666666667,"BALB.cJ_301",-0.6
"Q3U1J4",0.283137249433364,-0.0866666666666667,"BALB.cJ_301",-0.02
"Q9WTX5",0.0748609712474908,0.353333333333333,"BALB.cJ_301",0.28
"Q91VA6",0.454843539154399,-0.04,"BALB.cJ_301",0.06
"O88962",0.154099532370125,-0.2,"BALB.cJ_301",-0.12
"Q9Z1P6",0.214221196880302,-0.13,"BALB.cJ_301",-0.03
"Q9WVJ2",0.0416844810564031,-0.2,"BALB.cJ_301",-0.11
"Q6PIP5",0.48097675683083,0.163333333333333,"BALB.cJ_301",-0.41
"P19639",0.172605344504503,-2.98666666666667,"BALB.cJ_301",-1.22
"P01902",0.0446081180460837,1.54333333333333,"BALB.cJ_301",-0.35
"P28654",0.0424781294110279,-0.363333333333333,"BALB.cJ_301",0.16
"Q9WVJ3",0.552560599483372,-0.0833333333333333,"BALB.cJ_301",-0.65
"Q9JKL4",0.215536436000235,-0.526666666666667,"BALB.cJ_301",-1.27
"Q9CQ65",0.186713617833518,-0.08,"BALB.cJ_301",-0.24
"Q91ZA3",0.779108559855583,-0.0233333333333333,"BALB.cJ_301",0.16
"G3X9Y5",0.101439857475214,0.446666666666667,"BALB.cJ_301",0.62
"Q8R0F9",0.638299319416757,-0.0266666666666667,"BALB.cJ_301",0.12
"Q8K4H1-2",0.00399618412721165,-1.16,"BALB.cJ_301",-0.2
"Q9D662",0.103500635942119,-0.703333333333333,"BALB.cJ_301",-0.58
"Q9CQI6",0.0945388477162181,0.373333333333333,"BALB.cJ_301",0.3
"Q61838",0.0299009086289686,-0.593333333333333,"BALB.cJ_301",-0.22
"O70310",0.00100876370435234,0.356666666666667,"BALB.cJ_301",0.16
"P70333",0.516260840695262,0.03,"BALB.cJ_301",0.14
"Q8R4N0",0.0261882738769755,0.31,"BALB.cJ_301",0.23
"P30681",0.589703651892127,-0.1,"BALB.cJ_301",0.23
"Q61035",0.280251652347761,0.193333333333333,"BALB.cJ_301",0.07
"P0DP27",0.0403777060534183,0.75,"BALB.cJ_301",0.17
"P12382",0.251015097613211,0.34,"BALB.cJ_301",0.18
"Q9Z2I8",0.00582036964855029,0.246666666666667,"BALB.cJ_301",0.12
"Q62425",0.926378954304589,0.0133333333333333,"BALB.cJ_301",0.02
"Q6PDQ2",0.88282042632501,-0.02,"BALB.cJ_301",0.19
"A2AJL3",0.0304262604791639,-0.33,"BALB.cJ_301",-0.34
"Q8CC86",0.0785638581065617,0.106666666666667,"BALB.cJ_301",0.09
"Q61425",0.00157410310614779,-0.26,"BALB.cJ_301",-0.27
"Q61598",0.869359742339862,-0.01,"BALB.cJ_301",0.1
"P62702",0.00656983733872679,-0.256666666666667,"BALB.cJ_301",-0.15
"Q8K411",0.0131641371329639,-0.243333333333333,"BALB.cJ_301",-0.07
"A2AEM2",0.322405426754197,0.15,"BALB.cJ_301",0.13
"O88545",0.300553172227455,0.113333333333333,"BALB.cJ_301",-0.06
"Q8BSE0",0.582469647412745,0.13,"BALB.cJ_301",0.06
"Q04857",0.978693178239251,-0.00333333333333333,"BALB.cJ_301",0.36
"Q80UG5",0.0439441884200818,0.313333333333333,"BALB.cJ_301",0.3
"A0A286YCV9",0.104731876251118,-0.216666666666667,"BALB.cJ_301",-0.31
"Q64459",0.00542193448171638,1.31333333333333,"BALB.cJ_301",0.43
"O88441",0.219924391299852,-0.116666666666667,"BALB.cJ_301",-0.25
"Q8BWT1",0.00167824166410707,-0.0833333333333333,"BALB.cJ_301",0
"P28659-4",0.0427853519455229,0.463333333333333,"BALB.cJ_301",0.08
"Q9CZ44-3",0.090089366875004,0.34,"BALB.cJ_301",0.19
"P49935",0.244196233174016,-0.183333333333333,"BALB.cJ_301",-0.04
"Q9R0M6",0.287409153968665,-0.16,"BALB.cJ_301",-0.24
"Q9D7G0",0.0852313763788695,-0.156666666666667,"BALB.cJ_301",-0.28
"Q9CQF3",0.310083679671155,-0.19,"BALB.cJ_301",-0.15
"P62264",0.0421104304399923,-0.116666666666667,"BALB.cJ_301",-0.03
"Q9D9V3",0.073804273652052,-0.526666666666667,"BALB.cJ_301",-0.95
"Q8VCT4",0.373855062431821,-0.116666666666667,"BALB.cJ_301",0.25
"Q8BMF4",0.709361943122685,0.32,"BALB.cJ_301",-0.39
"Q6P8X1",0.213289697945452,-0.103333333333333,"BALB.cJ_301",0.05
"Q8VDW0",0.499502792730624,-0.19,"BALB.cJ_301",0.13
"Q8K154",0.00419976681119461,0.493333333333333,"BALB.cJ_301",0.3
"P04627",0.515765263005922,0.04,"BALB.cJ_301",0.02
"Q9Z2Z6",0.697824170291837,-0.0366666666666667,"BALB.cJ_301",-0.08
"Q9DBK0",0.016783851936861,-0.186666666666667,"BALB.cJ_301",-0.28
"P14576",0.598403460369575,0.05,"BALB.cJ_301",-0.25
"Q9Z2I0",0.00321862731899163,0.32,"BALB.cJ_301",-0.02
"Q8BP67",0.0146859250231715,-1.2,"BALB.cJ_301",-1.68
"Q9DBP5",0.0686695379546361,-0.13,"BALB.cJ_301",0.13
"Q3TMX5",0.321014829076468,0.0466666666666667,"BALB.cJ_301",0.56
"P97449",0.112968319542047,0.243333333333333,"BALB.cJ_301",0.36
"O88685",0.31090563798389,-0.16,"BALB.cJ_301",0.06
"Q9QYG0",0.0572571629599566,-0.216666666666667,"BALB.cJ_301",-0.52
"O70251",0.937856425417116,0.00666666666666667,"BALB.cJ_301",0.07
"P10922",0.815557579436943,-0.06,"BALB.cJ_301",0.12
"P25688",0.0445558624048145,-0.15,"BALB.cJ_301",0.22
"Q01149",0.00917051970692466,-0.933333333333333,"BALB.cJ_301",-0.1
"Q9D6Z1",0.0511001937176371,0.333333333333333,"BALB.cJ_301",-0.04
"Z4YJW0",0.570383802202016,0.05,"BALB.cJ_301",0.01
"P58389",0.44337589785331,0.12,"BALB.cJ_301",0.04
"Q8K1M6",0.453035567192638,0.0566666666666667,"BALB.cJ_301",0.05
"Q9CZX9",0.680935529014771,-0.06,"BALB.cJ_301",0.28
"Q91WM2",0.672304889629334,-0.18,"BALB.cJ_301",0.35
"Q5GFD5",0.142799008107704,0.426666666666667,"BALB.cJ_301",-0.3
"Q9WTI7",0.0486673804717938,0.13,"BALB.cJ_301",0.06
"A2AS89",0.0134509796640013,-0.24,"BALB.cJ_301",0.06
"Q9EQK5",0.0310049731598594,0.3,"BALB.cJ_301",0.38
"P62307",0.512298708743943,0.0533333333333333,"BALB.cJ_301",0.05
"P00416",0.322210350975577,0.203333333333333,"BALB.cJ_301",0.7
"Q9DBH5",0.112273504043417,-0.17,"BALB.cJ_301",-0.19
"A0A0N4SUZ3",0.895993084218909,-0.00999999999999998,"BALB.cJ_301",0.28
"Q99NB9",0.558635737423396,0.0666666666666667,"BALB.cJ_301",-0.13
"Q60973",0.913564638387589,0.0566666666666667,"BALB.cJ_301",0.43
"P07309",0.972793452616142,0.00666666666666665,"BALB.cJ_301",0.34
"Q9D6Y7",0.0525947001356371,-0.17,"BALB.cJ_301",-0.28
"P70195",0.0370247360893384,-0.263333333333333,"BALB.cJ_301",-0.28
"P32020",0.870486713310916,-0.01,"BALB.cJ_301",0.61
"Q811D0-3",0.0144323394770867,0.186666666666667,"BALB.cJ_301",0.05
"Q6ZWQ9",0.175247599142071,0.186666666666667,"BALB.cJ_301",0.35
"Q9CQX2",0.846678341200285,-0.00333333333333335,"BALB.cJ_301",-0.27
"O35887",0.51164099369906,-0.0766666666666666,"BALB.cJ_301",0.4
"P62855",0.226967670922971,-0.103333333333333,"BALB.cJ_301",0.03
"Q6ZQI3",0.177305071215386,0.446666666666667,"BALB.cJ_301",0.87
"Q8BJY1",0.542593949222042,0.126666666666667,"BALB.cJ_301",-0.01
"P21278",0.30948341839739,-0.193333333333333,"BALB.cJ_301",-0.46
"Q9DBB8",0.104645003589368,-0.193333333333333,"BALB.cJ_301",-0.3
"Q99L45",0.659833393224109,0.0633333333333333,"BALB.cJ_301",0.23
"P26516",0.723836031072048,-0.05,"BALB.cJ_301",-0.3
"Q8BFW7",0.145101607975345,-0.0566666666666666,"BALB.cJ_301",-0.15
"P28352",0.292370290989865,0.233333333333333,"BALB.cJ_301",-0.25
"P56394",0.431107161860974,0.13,"BALB.cJ_301",0.15
"Q99K28",0.661427475831577,0.0666666666666667,"BALB.cJ_301",-0.01
"Q9DC69",0.291154082263543,-0.206666666666667,"BALB.cJ_301",-0.4
"Q99JI4",0.544002993842365,0.0966666666666667,"BALB.cJ_301",0.18
"Q9CQH3",0.386346643145624,-0.373333333333333,"BALB.cJ_301",0.07
"Q11011",0.124290460225875,-0.14,"BALB.cJ_301",-0.24
"Q9CQD1",0.0443268441967829,-0.35,"BALB.cJ_301",-0.11
"Q8VDT9",0.423254358509523,0.07,"BALB.cJ_301",-0.07
"P28271",0.0257247277623946,-0.383333333333333,"BALB.cJ_301",-0.27
"Q61191",0.717316014230719,0.05,"BALB.cJ_301",-0.2
"Q60936",0.166553400539754,-0.286666666666667,"BALB.cJ_301",0.3
"Q80Y14",0.00366046926682351,-0.166666666666667,"BALB.cJ_301",-0.1
"O35593",0.324903349829328,-0.333333333333333,"BALB.cJ_301",-0.57
"Q8CAP3",0.0459935834760406,-0.15,"BALB.cJ_301",-0.07
"Q9D0M5",0.309084507013384,0.16,"BALB.cJ_301",0.35
"P61255",0.178976779016793,-0.206666666666667,"BALB.cJ_301",0.14
"Q9D6M3",0.531900595083654,-0.07,"BALB.cJ_301",-0.24
"P97429",1,0,"BALB.cJ_301",0.27
"Q60991",0.88271109365047,0.0266666666666666,"BALB.cJ_301",0.75
"H3BJ97",0.320130889671151,-0.123333333333333,"BALB.cJ_301",-0.35
"P97493",0.163459966895077,0.0766666666666667,"BALB.cJ_301",0.14
"E9QPX1",0.58456596247426,-0.223333333333333,"BALB.cJ_301",0.31
"Q9DBZ5",0.256004828017892,-0.226666666666667,"BALB.cJ_301",-0.48
"A0A0F6AIX5",0.0890730350218755,0.766666666666667,"BALB.cJ_301",1.05
"P27659",0.685412052395,0.0633333333333334,"BALB.cJ_301",0.05
"E9QNN1",0.562795317273154,0.04,"BALB.cJ_301",-0.01
"Q99JB8",0.00381335373033281,0.236666666666667,"BALB.cJ_301",0.04
"Q8JZU2",0.0443168634569276,-0.413333333333333,"BALB.cJ_301",-0.19
"Q3U0B3",0.400823104132817,0.223333333333333,"BALB.cJ_301",-0.18
"Q8BK30",0.430279032531086,0.08,"BALB.cJ_301",0.25
"Q8K5B2",0.0672259931947627,0.0833333333333333,"BALB.cJ_301",-0.22
"Q8BJW6",0.210769495139639,0.0466666666666667,"BALB.cJ_301",-0.06
"P20065",0.226196967851316,0.623333333333333,"BALB.cJ_301",-0.4
"Q9CPQ3",0.909355493749706,-0.0266666666666666,"BALB.cJ_301",0.13
"Q07456",0.0230196074833607,-0.326666666666667,"BALB.cJ_301",0.09
"Q6PDM2",0.465897766587068,0.17,"BALB.cJ_301",0.13
"P08249",0.720217473405902,0.0366666666666667,"BALB.cJ_301",0.37
"O35728",0.0195478170779055,0.783333333333333,"BALB.cJ_301",-0.62
"P56391",0.0403848173903496,0.17,"BALB.cJ_301",0.36
"Q921H8",0.650877080969876,-0.0266666666666667,"BALB.cJ_301",0.01
"Q921M4-2",0.0870727963615506,-0.286666666666667,"BALB.cJ_301",-0.22
"P01899",0.0190327516401396,1.54666666666667,"BALB.cJ_301",-0.67
"Q4LDG0",0.0181192494741639,0.436666666666667,"BALB.cJ_301",0.75
"D3YTN4",0.32125427231201,-0.0833333333333333,"BALB.cJ_301",-0.16
"Q8VC28",0.031187085188701,-0.253333333333333,"BALB.cJ_301",-0.33
"A0A0R4J1C2",0.642251346724773,0.09,"BALB.cJ_301",-0.27
"Q7TNG8",0.0884559523685908,0.446666666666667,"BALB.cJ_301",0.08
"P05213",0.173120186310849,-0.14,"BALB.cJ_301",0.2
"P28843",0.138438733651393,0.35,"BALB.cJ_301",0
"Q76MZ3",0.151224446342577,-0.136666666666667,"BALB.cJ_301",-0.11
"Q99KJ8",0.773564841316734,0.0966666666666667,"BALB.cJ_301",-0.44
"Q9EPK7",0.099795379517348,0.333333333333333,"BALB.cJ_301",0.28
"D3YVW2",0.423482885360528,0.166666666666667,"BALB.cJ_301",-0.13
"F6SPK0",0.0991194289940089,0.843333333333333,"BALB.cJ_301",0.85
"Q9Z0X1",0.00328278116963,0.38,"BALB.cJ_301",0.31
"Q78ZM0",0.0613631912237881,-0.31,"BALB.cJ_301",-0.04
"P50285",0.0430808999019777,0.353333333333333,"BALB.cJ_301",0.65
"Q60676",0.523882337954395,-0.176666666666667,"BALB.cJ_301",-0.22
"Q8VCS9",0.69342685572715,-0.0666666666666667,"BALB.cJ_301",-0.61
"Q921F2",0.391045257196885,0.133333333333333,"BALB.cJ_301",0.34
"P35564",0.316041971344031,0.0666666666666667,"BALB.cJ_301",0
"P40124",0.706148895738667,0.0366666666666667,"BALB.cJ_301",-0.1
"O88736",0.00618069991883565,-0.503333333333333,"BALB.cJ_301",-0.52
"Q91ZX7",0.0573015144723557,-0.17,"BALB.cJ_301",-0.04
"Q9WUQ2",0.281571116491411,-0.153333333333333,"BALB.cJ_301",-0.28
"Q8C5H8",0.00208867605095066,-0.23,"BALB.cJ_301",-0.14
"P07356",0.0173383017090202,0.396666666666667,"BALB.cJ_301",0.39
"P40630",0.0916265766027565,-0.493333333333333,"BALB.cJ_301",-0.36
"P56213",0.416794905618656,-1.33333333333333,"BALB.cJ_301",-1.53
"Q3UM45",0.750246534031524,-0.41,"BALB.cJ_301",-0.11
"Q8C5W3-2",0.904135939682362,-0.02,"BALB.cJ_301",-0.14
"Q8R404",0.0798749832742509,0.136666666666667,"BALB.cJ_301",0.13
"P17427",0.902584514263862,-0.00333333333333333,"BALB.cJ_301",0.04
"Q64339",0.47052930380526,0.25,"BALB.cJ_301",0.06
"A0A0B4J1G1",0.269024444068389,-0.433333333333333,"BALB.cJ_301",0.16
"Q91X91",0.100639455447185,-0.163333333333333,"BALB.cJ_301",0.08
"Q91X52",0.283070531228805,-0.106666666666667,"BALB.cJ_301",-0.6
"Q9D6U8",0.0129637262074392,0.556666666666667,"BALB.cJ_301",0.58
"P48771",0.06795598162406,0.263333333333333,"BALB.cJ_301",-0.04
"Q8CIB5",0.0370697817251056,0.203333333333333,"BALB.cJ_301",0.19
"P01887",0.0097580169160514,0.47,"BALB.cJ_301",-0.03
"Q8C0E2",0.349045901034527,0.1,"BALB.cJ_301",0.14
"P80317",0.933647872842523,0.0166666666666667,"BALB.cJ_301",0.14
"Q3UW64",0.0457837657335238,0.22,"BALB.cJ_301",0.31
"Q60692",0.190359062658706,-0.0966666666666667,"BALB.cJ_301",0.11
"P59242",0.512883585266954,0.136666666666667,"BALB.cJ_301",-0.08
"D3YYD6",0.0113760755919816,-0.563333333333333,"BALB.cJ_301",-0.58
"P60670",0.0493697467265579,0.166666666666667,"BALB.cJ_301",-0.04
"Q9D4H8",0.678187060887993,0.0733333333333333,"BALB.cJ_301",-0.22
"P38647",0.101717860904882,0.106666666666667,"BALB.cJ_301",0.33
"Q8R123-2",1,0,"BALB.cJ_301",0
"Q8BG05",0.970817340958712,0.00333333333333335,"BALB.cJ_301",0.17
"Q8VI47",0.00517764934482883,-0.566666666666667,"BALB.cJ_301",-0.98
"Q8K4H1",0.000385712587651068,-1.31,"BALB.cJ_301",-0.14
"P55096",0.146815266822325,0.0866666666666667,"BALB.cJ_301",-0.02
"Q71KT5",0.0361809581574786,-0.563333333333333,"BALB.cJ_301",-0.36
"P11714",0.212826110788578,0.1,"BALB.cJ_301",0.41
"P62835",0.336369785192895,-0.123333333333333,"BALB.cJ_301",-0.08
"O35841",0.658919564169522,0.0666666666666667,"BALB.cJ_301",0.24
"E9Q5K4",0.25021485070037,-0.63,"BALB.cJ_301",-2.96
"P61021",0.275759008165293,-0.243333333333333,"BALB.cJ_301",-0.65
"O08738",0.0735267323119821,-0.506666666666667,"BALB.cJ_301",-0.35
"D3YZZ5",0.965783227975848,-0.00333333333333333,"BALB.cJ_301",0.05
"Q64516-1",0.0899643044039361,0.193333333333333,"BALB.cJ_301",0.34
"Q9DB05",0.52549091681106,0.14,"BALB.cJ_301",-0.05
"Q9QZX7",0.63001762886224,0.0833333333333334,"BALB.cJ_301",-0.15
"Q9ER72",0.869705606037774,-0.0166666666666667,"BALB.cJ_301",0.03
"Q6NZR5",0.401162870656358,-0.136666666666667,"BALB.cJ_301",-0.69
"P47963",0.954948990143172,-0.01,"BALB.cJ_301",-0.2
"P58710",0.657066457950224,-0.04,"BALB.cJ_301",-0.05
"Q63880",0.138959274092067,0.156666666666667,"BALB.cJ_301",0.49
"Q9WV68",0.15210439984065,0.363333333333333,"BALB.cJ_301",-0.25
"Q9QZE5",0.0186905323227677,-0.21,"BALB.cJ_301",-0.02
"Q9JHW2",0.0238389360204627,-0.133333333333333,"BALB.cJ_301",-0.33
"Q99LC3",0.200193659920328,0.13,"BALB.cJ_301",0.21
"A0A0A6YX18",0.588857339088677,-0.0433333333333333,"BALB.cJ_301",0.02
"O54749",0.00258477755633443,-0.393333333333333,"BALB.cJ_301",0
"Q6P6J9",0.313667741356654,0.0733333333333333,"BALB.cJ_301",-0.08
"Q9JM62",0.0506623948990149,0.446666666666667,"BALB.cJ_301",0.07
"Q76LS9",0.0661125225985549,-0.29,"BALB.cJ_301",-0.54
"E9Q296",0.260151161722974,0.156666666666667,"BALB.cJ_301",-0.04
"P34914",0.0059139835760509,-0.16,"BALB.cJ_301",0.09
"P14685",0.101678759049588,0.22,"BALB.cJ_301",0.34
"Q99KI0",0.0582616397946898,-0.206666666666667,"BALB.cJ_301",0.04
"Q9QXY6",0.017706802621918,0.41,"BALB.cJ_301",0.5
"Q8VDD5",0.0678271554783989,0.133333333333333,"BALB.cJ_301",0.38
"O70152",0.263765225678182,0.536666666666667,"BALB.cJ_301",0.29
"P84104",0.560580354223098,-0.0833333333333333,"BALB.cJ_301",0.46
"Q9CZM2",0.0650121120580132,0.47,"BALB.cJ_301",0.57
"Q91Z53",0.390741235981391,-0.103333333333333,"BALB.cJ_301",0.23
"P19324",0.0359865442587424,0.326666666666667,"BALB.cJ_301",0.16
"A0A0J9YU79",0.979924208552657,0.00333333333333334,"BALB.cJ_301",0.02
"E9Q035",0.381067540848243,0.1,"BALB.cJ_301",0.56
"Q9QZQ1-2",0.3656966268944,-1.19666666666667,"BALB.cJ_301",-0.12
"Q9D826",0.0914680055693182,0.27,"BALB.cJ_301",0.3
"Q9JIK5",0.286650281028937,-0.223333333333333,"BALB.cJ_301",-0.32
"Q59J78",0.346688467806918,0.07,"BALB.cJ_301",0.17
"P99026",0.639395100166385,0.0566666666666667,"BALB.cJ_301",-0.24
"G3XA48",0.158406197884011,-0.903333333333333,"BALB.cJ_301",-1.59
"Q9CY27",0.521076460153111,-0.09,"BALB.cJ_301",0.19
"Q58A65",0.0469477383330915,-0.32,"BALB.cJ_301",-0.29
"Q99N91",0.0692318173729534,-0.226666666666667,"BALB.cJ_301",0.17
"P26645",0.863312779878023,0.0333333333333333,"BALB.cJ_301",0.23
"P18242",0.716491939423245,-0.0366666666666667,"BALB.cJ_301",0.38
"Q6ZQ58",0.76386582928776,-0.21,"BALB.cJ_301",-0.47
"Q8K4Z3",1,-6.93889390390723e-18,"BALB.cJ_301",-0.02
